Days for shipment (scheduled),Category Name,Market,Order Item Discount,Order Item Profit Ratio,Order Region,Order Status,Product Price,Shipping Mode
4,Women's Apparel,LATAM,40.0,0.310000002,South America,COMPLETE,50.0,Standard Class
4,Women's Apparel,LATAM,40.0,0.5,South America,COMPLETE,50.0,Standard Class
4,Women's Apparel,LATAM,40.0,0.340000004,South America,COMPLETE,50.0,Standard Class
4,Shop By Sport,LATAM,39.99000168,0.340000004,Central America,COMPLETE,39.99000168,Standard Class
4,Shop By Sport,LATAM,39.99000168,0.479999989,Central America,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,LATAM,50.0,-0.090000004,Central America,COMPLETE,50.0,Standard Class
4,Women's Apparel,LATAM,50.0,0.239999995,South America,COMPLETE,50.0,Standard Class
4,Trade-In,LATAM,0.879999995,-0.699999988,Central America,COMPLETE,21.98999977,Standard Class
4,Accessories,LATAM,3.0,0.479999989,South America,COMPLETE,24.98999977,Standard Class
4,Electronics,LATAM,7.679999828,0.289999992,Caribbean,COMPLETE,47.99000168,Standard Class
4,Electronics,LATAM,8.319999695,0.49000001,Central America,COMPLETE,51.99000168,Standard Class
4,Electronics,LATAM,11.43999958,0.090000004,Central America,COMPLETE,51.99000168,Standard Class
4,Electronics,LATAM,8.960000038,0.449999988,Central America,COMPLETE,31.98999977,Standard Class
4,Electronics,LATAM,13.43999958,0.5,South America,COMPLETE,47.99000168,Standard Class
4,Accessories,LATAM,10.0,-1.600000024,Central America,COMPLETE,24.98999977,Standard Class
4,Electronics,LATAM,33.27000046,-0.059999999,Central America,COMPLETE,51.99000168,Standard Class
4,Accessories,LATAM,16.98999977,-0.75,Central America,COMPLETE,24.98999977,Standard Class
4,Electronics,LATAM,51.99000168,0.0,Central America,COMPLETE,51.99000168,Standard Class
4,Golf Balls,LATAM,19.98999977,0.039999999,Central America,COMPLETE,19.98999977,Standard Class
4,Trade-In,LATAM,15.98999977,0.379999995,Central America,COMPLETE,15.98999977,Standard Class
4,Hunting & Shooting,LATAM,1.200000048,0.25999999,Caribbean,COMPLETE,29.98999977,Standard Class
4,Hunting & Shooting,LATAM,47.52000046,0.449999988,South America,COMPLETE,99.0,Standard Class
4,Hunting & Shooting,LATAM,20.38999939,-0.270000011,Central America,COMPLETE,29.98999977,Standard Class
4,Cardio Equipment,LATAM,0.0,0.100000001,South America,ON_HOLD,99.98999786,Standard Class
4,Cardio Equipment,LATAM,59.99000168,-1.649999976,Central America,ON_HOLD,99.98999786,Standard Class
4,Cleats,LATAM,7.199999809,0.07,Central America,ON_HOLD,59.99000168,Standard Class
4,Cleats,LATAM,7.199999809,0.479999989,Central America,ON_HOLD,59.99000168,Standard Class
4,Cleats,LATAM,12.0,0.330000013,Central America,ON_HOLD,59.99000168,Standard Class
4,Cleats,LATAM,13.19999981,-0.699999988,South America,ON_HOLD,59.99000168,Standard Class
4,Cleats,LATAM,40.79000092,0.340000004,Central America,ON_HOLD,59.99000168,Standard Class
4,Cleats,LATAM,47.99000168,0.219999999,Central America,ON_HOLD,59.99000168,Standard Class
4,Shop By Sport,LATAM,0.0,0.029999999,Central America,ON_HOLD,39.99000168,Standard Class
4,Shop By Sport,LATAM,0.0,-0.730000019,Central America,ON_HOLD,39.99000168,Standard Class
4,Women's Apparel,LATAM,0.0,0.300000012,Central America,ON_HOLD,50.0,Standard Class
4,Shop By Sport,LATAM,1.600000024,0.300000012,Central America,ON_HOLD,39.99000168,Standard Class
4,Women's Apparel,LATAM,2.0,0.439999998,Central America,ON_HOLD,50.0,Standard Class
4,Shop By Sport,LATAM,8.0,0.300000012,South America,ON_HOLD,39.99000168,Standard Class
4,Shop By Sport,LATAM,11.19999981,0.079999998,Central America,ON_HOLD,39.99000168,Standard Class
4,Shop By Sport,LATAM,14.39999962,-0.01,South America,ON_HOLD,39.99000168,Standard Class
4,Shop By Sport,LATAM,19.20000076,0.349999994,Caribbean,ON_HOLD,39.99000168,Standard Class
4,Women's Apparel,LATAM,32.0,0.479999989,South America,ON_HOLD,50.0,Standard Class
4,Women's Apparel,LATAM,34.0,0.25999999,Central America,ON_HOLD,50.0,Standard Class
4,Shop By Sport,LATAM,39.99000168,0.01,Central America,ON_HOLD,39.99000168,Standard Class
4,Women's Apparel,LATAM,50.0,0.25999999,Central America,ON_HOLD,50.0,Standard Class
4,Electronics,LATAM,6.239999771,0.330000013,Central America,ON_HOLD,51.99000168,Standard Class
4,Accessories,LATAM,5.0,-0.800000012,Caribbean,ON_HOLD,24.98999977,Standard Class
4,Electronics,LATAM,13.43999958,0.340000004,Caribbean,ON_HOLD,47.99000168,Standard Class
4,Electronics,LATAM,8.960000038,0.170000002,South America,ON_HOLD,31.98999977,Standard Class
4,Lacrosse,Pacific Asia,2.0,0.100000001,Oceania,COMPLETE,24.98999977,Standard Class
4,Tennis & Racquet,Pacific Asia,23.38999939,-0.730000019,Oceania,COMPLETE,44.99000168,Standard Class
4,Cardio Equipment,Pacific Asia,0.0,0.360000014,West Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,0.0,0.109999999,West Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,4.0,0.340000004,Oceania,COMPLETE,99.98999786,Standard Class
4,Electronics,Pacific Asia,1.799999952,0.170000002,Oceania,COMPLETE,44.99000168,Standard Class
4,Cardio Equipment,Pacific Asia,4.0,0.330000013,South Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,8.0,0.349999994,Southeast Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,8.0,-1.700000048,Southeast Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,8.0,0.49000001,West Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,12.0,-0.100000001,Oceania,COMPLETE,99.98999786,Standard Class
4,Electronics,Pacific Asia,5.119999886,0.349999994,Southeast Asia,COMPLETE,31.98999977,Standard Class
4,Cardio Equipment,Pacific Asia,20.0,-0.200000003,Eastern Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,22.0,0.090000004,West Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,28.0,0.469999999,West Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,40.0,0.300000012,Oceania,COMPLETE,99.98999786,Standard Class
4,Boxing & MMA,Pacific Asia,21.98999977,0.209999993,West Asia,COMPLETE,54.97000122,Standard Class
4,Cardio Equipment,Pacific Asia,48.0,0.330000013,Southeast Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,51.99000168,0.25999999,West Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,63.99000168,-0.200000003,Eastern Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,63.99000168,0.349999994,Southeast Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,63.99000168,0.059999999,Southeast Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,63.99000168,0.109999999,Southeast Asia,COMPLETE,99.98999786,Standard Class
4,Electronics,Pacific Asia,19.03000069,0.319999993,Oceania,COMPLETE,27.98999977,Standard Class
4,Cardio Equipment,Pacific Asia,67.98999786,0.300000012,South Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,67.98999786,0.449999988,South Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,79.98999786,0.050000001,West Asia,COMPLETE,99.98999786,Standard Class
4,Cardio Equipment,Pacific Asia,99.98999786,0.079999998,South Asia,COMPLETE,99.98999786,Standard Class
4,Cleats,Pacific Asia,2.400000095,0.039999999,South Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,2.400000095,0.25999999,West Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,7.199999809,0.449999988,Oceania,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,9.600000381,0.300000012,Central Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,9.600000381,0.270000011,Eastern Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,13.19999981,0.330000013,Eastern Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,13.19999981,0.01,Eastern Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,13.19999981,-0.059999999,South Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,21.60000038,0.280000001,Eastern Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,21.60000038,0.280000001,South Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,21.60000038,0.25999999,West Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,24.0,0.439999998,Oceania,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,28.79999924,0.25999999,South Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,28.79999924,0.340000004,South Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,31.19000053,-1.600000024,Oceania,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,31.19000053,-0.209999993,South Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,35.99000168,0.449999988,Oceania,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,35.99000168,0.479999989,Oceania,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,35.99000168,0.039999999,South Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,35.99000168,-0.230000004,Southeast Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,35.99000168,0.330000013,Southeast Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,38.38999939,0.230000004,West Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,38.38999939,0.449999988,West Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,40.79000092,0.280000001,Eastern Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,40.79000092,0.289999992,Oceania,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,40.79000092,0.469999999,Oceania,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,43.18999863,0.460000008,Eastern Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,43.18999863,0.059999999,Oceania,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,43.18999863,0.310000002,Oceania,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,43.18999863,0.300000012,West Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,47.99000168,-0.670000017,South Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,59.99000168,0.129999995,Eastern Asia,COMPLETE,59.99000168,Standard Class
4,Cleats,Pacific Asia,59.99000168,0.129999995,Oceania,COMPLETE,59.99000168,Standard Class
4,Shop By Sport,Pacific Asia,0.0,0.340000004,Oceania,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,0.0,0.109999999,Oceania,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,0.0,0.230000004,South Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,2.0,0.400000006,Southeast Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,2.0,0.119999997,West Asia,COMPLETE,50.0,Standard Class
4,Girls' Apparel,Pacific Asia,2.400000095,0.289999992,Eastern Asia,COMPLETE,30.0,Standard Class
4,Women's Apparel,Pacific Asia,4.0,0.100000001,Eastern Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,4.0,-0.209999993,Eastern Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,4.0,0.389999986,Eastern Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,4.0,0.330000013,South Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,4.0,0.439999998,South Asia,COMPLETE,50.0,Standard Class
4,Shop By Sport,Pacific Asia,3.200000048,0.349999994,Southeast Asia,COMPLETE,39.99000168,Standard Class
4,Shop By Sport,Pacific Asia,4.800000191,0.300000012,Oceania,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,6.0,-0.270000011,Oceania,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,6.0,0.479999989,South Asia,COMPLETE,50.0,Standard Class
4,Shop By Sport,Pacific Asia,4.800000191,-0.239999995,Southeast Asia,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,6.0,0.25999999,Southeast Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,6.0,0.460000008,Southeast Asia,COMPLETE,50.0,Standard Class
4,Shop By Sport,Pacific Asia,4.800000191,0.109999999,West Asia,COMPLETE,39.99000168,Standard Class
4,Shop By Sport,Pacific Asia,4.800000191,0.300000012,West Asia,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,6.0,0.280000001,West Asia,COMPLETE,50.0,Standard Class
4,Shop By Sport,Pacific Asia,6.400000095,0.439999998,Oceania,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,10.0,0.330000013,South Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,10.0,0.300000012,South Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,10.0,0.349999994,Southeast Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,14.0,0.5,Eastern Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,14.0,-0.230000004,Southeast Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,14.0,0.340000004,West Asia,COMPLETE,50.0,Standard Class
4,Women's Apparel,Pacific Asia,18.0,0.479999989,Oceania,COMPLETE,50.0,Standard Class
4,Shop By Sport,Pacific Asia,14.39999962,0.340000004,West Asia,COMPLETE,39.99000168,Standard Class
4,Shop By Sport,Pacific Asia,16.0,-0.090000004,South Asia,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,20.0,-0.129999995,West Asia,COMPLETE,50.0,Standard Class
4,Shop By Sport,Pacific Asia,19.20000076,0.349999994,Eastern Asia,COMPLETE,39.99000168,Standard Class
4,Shop By Sport,Pacific Asia,19.20000076,0.460000008,South Asia,COMPLETE,39.99000168,Standard Class
4,Shop By Sport,Pacific Asia,19.20000076,-0.129999995,Southeast Asia,COMPLETE,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,18.0,-0.140000001,Eastern Asia,PROCESSING,50.0,Standard Class
4,Shop By Sport,Pacific Asia,14.39999962,0.409999996,Oceania,PROCESSING,39.99000168,Standard Class
4,Shop By Sport,Pacific Asia,14.39999962,0.330000013,Oceania,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,18.0,0.050000001,Southeast Asia,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,24.0,0.439999998,South Asia,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,26.0,0.49000001,Eastern Asia,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,26.0,0.289999992,Oceania,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,26.0,0.5,Oceania,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,26.0,0.270000011,Southeast Asia,PROCESSING,50.0,Standard Class
4,Shop By Sport,Pacific Asia,23.98999977,0.079999998,Oceania,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,30.0,0.469999999,Oceania,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,32.0,0.109999999,Eastern Asia,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,32.0,0.25999999,Southeast Asia,PROCESSING,50.0,Standard Class
4,Girls' Apparel,Pacific Asia,20.39999962,0.479999989,Eastern Asia,PROCESSING,30.0,Standard Class
4,Shop By Sport,Pacific Asia,27.19000053,0.25,South Asia,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,34.0,0.189999998,Southeast Asia,PROCESSING,50.0,Standard Class
4,Shop By Sport,Pacific Asia,28.79000092,0.360000014,Eastern Asia,PROCESSING,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,36.0,0.170000002,West Asia,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,40.0,0.349999994,Southeast Asia,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,50.0,0.330000013,Oceania,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,50.0,-1.600000024,South Asia,PROCESSING,50.0,Standard Class
4,Women's Apparel,Pacific Asia,50.0,0.349999994,West Asia,PROCESSING,50.0,Standard Class
4,Electronics,Pacific Asia,1.279999971,0.330000013,Southeast Asia,PROCESSING,31.98999977,Standard Class
4,Electronics,Pacific Asia,15.35999966,-0.239999995,South Asia,PROCESSING,31.98999977,Standard Class
4,Golf Balls,Pacific Asia,14.39000034,0.310000002,Oceania,PROCESSING,19.98999977,Standard Class
4,Cardio Equipment,Pacific Asia,71.98999786,-0.239999995,West Asia,SUSPECTED_FRAUD,99.98999786,Standard Class
4,Cleats,Pacific Asia,31.19000053,0.25999999,Oceania,SUSPECTED_FRAUD,59.99000168,Standard Class
4,Cleats,Pacific Asia,40.79000092,0.479999989,Oceania,SUSPECTED_FRAUD,59.99000168,Standard Class
4,Shop By Sport,Pacific Asia,3.200000048,0.289999992,Oceania,SUSPECTED_FRAUD,39.99000168,Standard Class
4,Shop By Sport,Pacific Asia,8.0,0.469999999,Eastern Asia,SUSPECTED_FRAUD,39.99000168,Standard Class
4,Women's Apparel,Pacific Asia,18.0,0.349999994,Oceania,SUSPECTED_FRAUD,50.0,Standard Class
4,Women's Apparel,Pacific Asia,24.0,0.469999999,West Asia,SUSPECTED_FRAUD,50.0,Standard Class
4,Women's Apparel,Pacific Asia,26.0,0.280000001,Southeast Asia,SUSPECTED_FRAUD,50.0,Standard Class
4,Girls' Apparel,Pacific Asia,50.40000153,-0.219999999,Oceania,SUSPECTED_FRAUD,70.0,Standard Class
4,Women's Apparel,Pacific Asia,40.0,-1.700000048,Southeast Asia,SUSPECTED_FRAUD,50.0,Standard Class
4,Women's Apparel,Pacific Asia,50.0,0.159999996,Oceania,SUSPECTED_FRAUD,50.0,Standard Class
4,Shop By Sport,Pacific Asia,39.99000168,0.300000012,West Asia,SUSPECTED_FRAUD,39.99000168,Standard Class
4,Electronics,Pacific Asia,0.0,0.49000001,West Asia,SUSPECTED_FRAUD,51.99000168,Standard Class
4,Cardio Equipment,USCA,16.0,0.449999988,East of USA,CANCELED,99.98999786,Standard Class
4,Cardio Equipment,USCA,59.99000168,-0.579999983,US Center ,CANCELED,99.98999786,Standard Class
4,Cardio Equipment,USCA,67.98999786,0.49000001,South of  USA ,CANCELED,99.98999786,Standard Class
4,Cardio Equipment,USCA,71.98999786,0.419999987,West of USA ,CANCELED,99.98999786,Standard Class
4,Cleats,USCA,38.38999939,0.330000013,US Center ,CANCELED,59.99000168,Standard Class
4,Shop By Sport,USCA,1.600000024,0.340000004,South of  USA ,CANCELED,39.99000168,Standard Class
4,Shop By Sport,USCA,31.98999977,-0.680000007,South of  USA ,CANCELED,39.99000168,Standard Class
4,Cardio Equipment,USCA,0.0,0.25999999,West of USA ,PENDING,99.98999786,Standard Class
4,Cardio Equipment,USCA,4.0,0.330000013,West of USA ,PENDING,99.98999786,Standard Class
4,Cardio Equipment,USCA,20.0,-1.5,West of USA ,PENDING,99.98999786,Standard Class
4,Cardio Equipment,USCA,22.0,0.349999994,West of USA ,PENDING,99.98999786,Standard Class
4,Cardio Equipment,USCA,51.99000168,0.090000004,West of USA ,PENDING,99.98999786,Standard Class
4,Cardio Equipment,USCA,59.99000168,0.02,West of USA ,PENDING,99.98999786,Standard Class
4,Electronics,USCA,17.90999985,0.159999996,US Center ,PENDING,27.98999977,Standard Class
4,Cardio Equipment,USCA,63.99000168,0.129999995,West of USA ,PENDING,99.98999786,Standard Class
4,Cardio Equipment,USCA,71.98999786,0.100000001,East of USA,PENDING,99.98999786,Standard Class
4,Electronics,USCA,20.14999962,0.340000004,South of  USA ,PENDING,27.98999977,Standard Class
4,Cardio Equipment,USCA,71.98999786,0.280000001,West of USA ,PENDING,99.98999786,Standard Class
4,Cardio Equipment,USCA,79.98999786,-0.550000012,East of USA,PENDING,99.98999786,Standard Class
4,Cardio Equipment,USCA,79.98999786,0.310000002,East of USA,PENDING,99.98999786,Standard Class
4,Cardio Equipment,USCA,99.98999786,0.360000014,West of USA ,PENDING,99.98999786,Standard Class
4,Cleats,USCA,0.0,0.349999994,South of  USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,0.0,0.0,South of  USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,0.0,0.25999999,US Center ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,7.199999809,0.109999999,East of USA,PENDING,59.99000168,Standard Class
4,Cleats,USCA,7.199999809,0.389999986,South of  USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,9.600000381,0.349999994,South of  USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,9.600000381,-0.029999999,West of USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,12.0,0.469999999,South of  USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,12.0,0.330000013,West of USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,13.19999981,0.079999998,East of USA,PENDING,59.99000168,Standard Class
4,Cleats,USCA,16.79999924,-0.829999983,East of USA,PENDING,59.99000168,Standard Class
4,Cleats,USCA,16.79999924,-0.879999995,West of USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,21.60000038,-0.460000008,East of USA,PENDING,59.99000168,Standard Class
4,Cleats,USCA,21.60000038,0.280000001,West of USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,24.0,0.479999989,South of  USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,24.0,0.150000006,US Center ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,24.0,0.140000001,West of USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,31.19000053,0.059999999,West of USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,35.99000168,0.239999995,West of USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,40.79000092,0.170000002,East of USA,PENDING,59.99000168,Standard Class
4,Cleats,USCA,40.79000092,0.319999993,South of  USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,40.79000092,0.25999999,West of USA ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,47.99000168,0.289999992,East of USA,PENDING,59.99000168,Standard Class
4,Cleats,USCA,59.99000168,0.479999989,US Center ,PENDING,59.99000168,Standard Class
4,Cleats,USCA,59.99000168,0.280000001,West of USA ,PENDING,59.99000168,Standard Class
4,Women's Apparel,USCA,0.0,0.419999987,West of USA ,PENDING,50.0,Standard Class
4,Women's Apparel,USCA,2.0,0.439999998,East of USA,PENDING,50.0,Standard Class
4,Women's Apparel,USCA,4.0,0.25999999,South of  USA ,PENDING,50.0,Standard Class
4,Women's Apparel,USCA,4.0,0.129999995,US Center ,PENDING,50.0,Standard Class
4,Women's Apparel,USCA,6.0,0.100000001,East of USA,PENDING,50.0,Standard Class
4,Women's Apparel,USCA,6.0,0.280000001,South of  USA ,PENDING,50.0,Standard Class
4,Shop By Sport,USCA,4.800000191,-0.189999998,US Center ,PENDING,39.99000168,Standard Class
4,Women's Apparel,USCA,6.0,0.270000011,US Center ,PENDING,50.0,Standard Class
4,Shop By Sport,USCA,8.0,0.319999993,South of  USA ,PENDING,39.99000168,Standard Class
4,Shop By Sport,USCA,8.800000191,0.01,East of USA,PENDING,39.99000168,Standard Class
4,Women's Apparel,USCA,18.0,0.280000001,US Center ,PENDING,50.0,Standard Class
4,Girls' Apparel,USCA,28.0,-0.059999999,Canada,PENDING,70.0,Standard Class
4,Women's Apparel,USCA,24.0,0.280000001,East of USA,PENDING,50.0,Standard Class
4,Women's Apparel,USCA,24.0,0.180000007,East of USA,PENDING,50.0,Standard Class
4,Shop By Sport,USCA,19.20000076,-0.670000017,South of  USA ,PENDING,39.99000168,Standard Class
4,Women's Apparel,USCA,26.0,0.109999999,West of USA ,PENDING,50.0,Standard Class
4,Shop By Sport,USCA,23.98999977,0.129999995,West of USA ,PENDING,39.99000168,Standard Class
4,Shop By Sport,USCA,27.19000053,-0.829999983,US Center ,PENDING,39.99000168,Standard Class
4,Women's Apparel,USCA,34.0,0.109999999,US Center ,PENDING,50.0,Standard Class
4,Shop By Sport,USCA,31.98999977,-1.799999952,West of USA ,PENDING,39.99000168,Standard Class
4,Trade-In,USCA,2.640000105,0.479999989,East of USA,PENDING,21.98999977,Standard Class
4,Electronics,USCA,6.400000095,-0.829999983,South of  USA ,PENDING,31.98999977,Standard Class
4,Golf Balls,USCA,9.600000381,0.289999992,South of  USA ,PENDING,19.98999977,Standard Class
4,Golf Balls,USCA,12.94999981,0.349999994,East of USA,PENDING,17.98999977,Standard Class
4,Accessories,USCA,17.98999977,0.349999994,West of USA ,PENDING,24.98999977,Standard Class
4,Tennis & Racquet,USCA,18.0,0.300000012,West of USA ,PROCESSING,44.99000168,Standard Class
4,Electronics,USCA,0.0,0.469999999,East of USA,PROCESSING,27.98999977,Standard Class
4,Cardio Equipment,USCA,0.0,0.100000001,South of  USA ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,0.0,0.25999999,South of  USA ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,0.0,-0.029999999,US Center ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,4.0,0.330000013,East of USA,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,4.0,-0.059999999,US Center ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,4.0,-0.699999988,West of USA ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,16.0,0.07,South of  USA ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,20.0,0.310000002,East of USA,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,22.0,0.349999994,West of USA ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,28.0,0.330000013,West of USA ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,36.0,-1.5,East of USA,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,36.0,0.449999988,West of USA ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,48.0,0.140000001,US Center ,PROCESSING,99.98999786,Standard Class
4,Cardio Equipment,USCA,59.99000168,-0.829999983,US Center ,PROCESSING,99.98999786,Standard Class
4,Cleats,USCA,0.0,0.349999994,East of USA,PROCESSING,59.99000168,Standard Class
4,Cleats,USCA,0.0,0.360000014,West of USA ,PROCESSING,59.99000168,Standard Class
4,Cleats,USCA,0.0,0.419999987,West of USA ,PROCESSING,59.99000168,Standard Class
4,Cleats,USCA,2.400000095,0.100000001,East of USA,PROCESSING,59.99000168,Standard Class
4,Cleats,USCA,2.400000095,0.109999999,US Center ,PROCESSING,59.99000168,Standard Class
4,Cleats,USCA,2.400000095,0.479999989,US Center ,PROCESSING,59.99000168,Standard Class
4,Cleats,USCA,2.400000095,0.0,West of USA ,PROCESSING,59.99000168,Standard Class
